date,time,product,temperature,vibration,information
2022-06-30,13:56:17,-,-,-,-
2022-06-30,14:59:47,0,25.07,0.14,-
2022-06-30,14:59:49,0,25.07,0.0,-
2022-06-30,14:59:50,0,25.11,0.0,-
2022-06-30,14:59:51,0,25.09,0.01,-
2022-06-30,14:59:52,0,25.07,0.0,-
2022-06-30,14:59:53,0,25.09,0.01,-
2022-06-30,14:59:54,0,25.17,0.0,-
2022-06-30,14:59:55,0,25.08,0.0,-
2022-06-30,14:59:56,0,25.07,0.0,-
2022-06-30,14:59:57,0,25.09,0.0,-
2022-06-30,14:59:58,0,25.08,0.0,-
2022-06-30,14:59:59,0,25.09,0.0,-
2022-06-30,15:00:01,0,25.08,0.0,-
2022-06-30,15:00:02,0,25.06,0.0,-
2022-06-30,15:00:03,0,25.09,0.01,-
2022-06-30,15:00:04,0,25.05,0.0,-
2022-06-30,15:00:05,0,25.02,0.0,-
2022-06-30,15:00:06,0,25.07,0.01,-
2022-06-30,15:00:07,0,25.07,0.0,-
2022-06-30,15:00:08,0,25.07,0.0,-
2022-06-30,15:00:09,0,25.07,0.0,-
2022-06-30,15:00:10,0,25.07,0.0,-
2022-06-30,15:00:11,0,25.1,0.01,-
2022-06-30,15:00:12,0,25.09,0.01,-
2022-06-30,15:00:13,0,25.1,0.01,-
2022-06-30,15:00:14,0,25.06,0.01,-
2022-06-30,15:00:15,0,25.07,0.01,-
2022-06-30,15:00:16,0,25.1,0.0,-
2022-06-30,15:00:17,0,25.09,0.01,-
2022-06-30,15:00:18,0,25.1,0.0,-
2022-06-30,15:00:19,0,25.09,0.0,-
2022-06-30,15:00:20,0,25.07,0.02,-
2022-06-30,15:00:21,0,25.08,0.01,-
2022-06-30,15:00:22,0,25.21,0.0,-
2022-06-30,15:00:23,0,25.09,0.0,-
2022-06-30,15:00:24,0,25.12,0.0,-
2022-06-30,15:00:26,0,25.08,0.0,-
2022-06-30,15:00:27,0,25.11,0.0,-
2022-06-30,15:00:28,0,25.08,0.01,-
2022-06-30,15:00:59,0,25.11,0.13,-
2022-06-30,15:01:01,0,25.05,0.0,-
2022-06-30,15:01:02,0,25.04,0.0,-
2022-06-30,15:01:03,0,25.08,0.0,-
2022-06-30,15:01:04,0,25.06,0.0,-
2022-06-30,15:01:06,0,25.08,0.0,-
2022-06-30,15:01:07,0,25.07,0.0,-
2022-06-30,15:01:08,0,25.06,0.01,-
2022-06-30,15:01:09,0,25.06,0.0,-
2022-06-30,15:01:10,0,25.07,0.0,-
2022-06-30,15:01:11,0,25.16,0.0,-
2022-06-30,15:01:12,0,25.07,0.0,-
2022-06-30,15:01:13,0,25.07,0.0,-
2022-06-30,15:01:14,0,25.07,0.01,-
2022-06-30,15:01:15,0,25.07,0.01,-
2022-06-30,15:01:16,0,25.15,0.0,-
2022-06-30,15:01:17,0,25.1,0.01,-
2022-06-30,15:01:18,0,25.1,0.0,-
2022-06-30,15:01:19,0,25.1,0.0,-
2022-06-30,15:01:20,0,25.09,0.0,-
2022-06-30,15:01:21,0,25.06,0.0,-
2022-06-30,15:01:22,0,25.04,0.0,-
2022-06-30,15:01:23,0,25.06,0.01,-
2022-06-30,15:01:24,0,25.12,0.0,-
2022-06-30,15:01:25,0,25.06,0.01,-
2022-06-30,15:01:26,0,25.07,0.01,-
2022-06-30,15:01:27,0,25.09,0.0,-
2022-06-30,15:01:28,0,25.09,0.0,-
2022-06-30,15:01:29,0,25.11,0.0,-
2022-06-30,15:01:30,0,25.16,0.01,-
2022-06-30,15:01:31,0,25.09,0.0,-
2022-06-30,15:01:32,0,25.06,0.0,-
