Date,Time,Product,Temperature,Vibration,Information
2022-07-11,15:42:27,-,-,-,-
2022-07-11,15:42:27,0,90.51,0.01,Too high Temp
2022-07-11,15:42:27,0,90.51,0.01,-
2022-07-11,15:42:28,0,90.49,0.0,Too high Temp
2022-07-11,15:42:28,0,90.49,0.0,Too high Temp
2022-07-11,15:42:29,0,90.49,0.01,Too high Temp
2022-07-11,15:42:29,0,90.5,0.01,-
2022-07-11,15:42:29,0,90.49,0.0,Too high Temp
2022-07-11,15:42:29,0,90.49,0.0,Too high Temp
2022-07-11,15:42:30,0,90.49,0.0,Too high Temp
2022-07-11,15:42:30,0,90.5,0.0,Too high Temp
2022-07-11,15:42:30,0,90.5,0.0,-
2022-07-11,15:42:30,0,90.52,0.0,Too high Temp
2022-07-11,15:42:30,0,90.51,0.0,Too high Temp
2022-07-11,15:42:31,0,90.51,0.0,Too high Temp
2022-07-11,15:42:31,0,90.5,0.0,-
2022-07-11,15:42:31,0,90.5,0.0,Too high Temp
2022-07-11,15:42:31,0,90.51,0.0,Too high Temp
2022-07-11,15:42:32,0,90.51,0.0,Too high Temp
2022-07-11,15:42:32,0,90.49,0.01,-
2022-07-11,15:42:32,0,90.51,0.0,Too high Temp
2022-07-11,15:42:32,0,90.51,0.0,Too high Temp
2022-07-11,15:42:33,0,90.51,0.0,Too high Temp
2022-07-11,15:42:33,0,90.49,0.0,Too high Temp
2022-07-11,15:42:33,0,90.49,0.01,-
2022-07-11,15:42:33,0,90.5,0.0,Too high Temp
2022-07-11,15:42:33,0,90.5,0.0,Too high Temp
2022-07-11,15:42:34,0,90.49,0.0,Too high Temp
2022-07-11,15:42:34,0,90.51,0.01,-
2022-07-11,15:42:34,0,90.51,0.0,Too high Temp
2022-07-11,15:42:34,0,90.49,0.01,Too high Temp
2022-07-11,15:42:35,0,90.5,0.0,Too high Temp
2022-07-11,15:42:35,0,90.51,0.0,Too high Temp
2022-07-11,15:42:35,0,90.51,0.0,-
2022-07-11,15:42:35,0,90.5,0.0,Too high Temp
2022-07-11,15:42:36,0,90.5,0.0,Too high Temp
2022-07-11,15:42:36,0,90.51,0.0,Too high Temp
2022-07-11,15:42:36,0,90.49,0.0,-
2022-07-11,15:42:36,0,90.49,0.0,Too high Temp
2022-07-11,15:42:36,0,90.49,0.0,Too high Temp
2022-07-11,15:42:37,0,90.51,0.0,Too high Temp
2022-07-11,15:42:37,0,90.51,0.01,-
2022-07-11,15:42:37,0,90.5,0.0,Too high Temp
2022-07-11,15:42:37,0,90.49,0.0,Too high Temp
2022-07-11,15:42:38,0,90.51,0.0,Too high Temp
2022-07-11,15:42:38,0,90.49,0.01,Too high Temp
2022-07-11,15:42:38,0,90.51,0.0,-
2022-07-11,15:42:38,0,90.51,0.0,Too high Temp
2022-07-11,15:42:39,0,90.51,0.0,Too high Temp
2022-07-11,15:42:39,0,90.51,0.0,Too high Temp
2022-07-11,15:42:39,0,90.51,0.0,-
2022-07-11,15:42:39,0,90.51,0.0,Too high Temp
2022-07-11,15:42:39,0,90.51,0.0,Too high Temp
2022-07-11,15:42:40,0,90.51,0.0,Too high Temp
2022-07-11,15:42:40,0,90.49,0.0,Too high Temp
2022-07-11,15:42:40,0,90.49,0.0,-
2022-07-11,15:42:40,0,90.5,0.0,Too high Temp
2022-07-11,15:42:41,0,90.51,0.01,Too high Temp
2022-07-11,15:42:41,0,90.5,0.01,Too high Temp
2022-07-11,15:42:41,0,90.49,0.0,-
2022-07-11,15:42:41,0,90.51,0.01,Too high Temp
2022-07-11,15:42:42,0,90.49,0.01,Too high Temp
2022-07-11,15:42:42,0,90.49,0.0,Too high Temp
2022-07-11,15:42:42,0,90.49,0.0,-
2022-07-11,15:42:42,0,90.49,0.0,Too high Temp
2022-07-11,15:42:43,0,90.49,0.0,Too high Temp
2022-07-11,15:42:43,0,90.51,0.01,Too high Temp
2022-07-11,15:42:43,0,90.49,0.0,Too high Temp
2022-07-11,15:42:43,0,90.49,0.0,-
2022-07-11,15:42:43,0,90.5,0.0,Too high Temp
2022-07-11,15:42:44,0,90.49,0.0,Too high Temp
2022-07-11,15:42:44,0,90.49,0.0,Too high Temp
2022-07-11,15:42:44,0,90.51,0.01,-
