date,time,product,temperature,vibration,information
2022-07-05,17:53:17,-,-,-,-
2022-07-05,17:53:17,0,25.0,0.08,-
2022-07-05,17:53:18,0,25.0,0.01,-
2022-07-05,17:53:19,0,25.01,0.01,-
2022-07-05,17:53:21,0,24.99,0.04,-
2022-07-05,17:53:22,0,25.11,0.03,-
2022-07-05,17:53:23,0,25.05,0.0,-
2022-07-05,17:53:24,0,25.01,0.01,-
2022-07-05,17:53:25,0,25.05,0.01,-
2022-07-05,17:53:26,0,25.06,0.04,-
2022-07-05,17:53:27,0,25.0,0.0,-
2022-07-05,17:53:28,0,25.08,0.02,-
2022-07-05,17:53:29,0,25.01,0.0,-
2022-07-05,17:53:30,0,25.01,0.02,-
2022-07-05,17:53:31,0,25.03,0.02,-
2022-07-05,17:53:32,0,25.08,0.03,-
2022-07-05,17:53:33,0,25.0,0.03,-
2022-07-05,17:53:34,0,25.04,0.02,-
2022-07-05,17:53:35,0,25.05,0.02,-
2022-07-05,17:53:36,0,25.04,0.02,-
2022-07-05,17:53:37,0,25.1,0.02,-
2022-07-05,17:53:38,0,25.05,0.01,-
2022-07-05,17:53:39,0,25.08,0.0,-
2022-07-05,17:53:40,0,25.05,0.02,-
2022-07-05,17:53:41,0,25.04,0.03,-
2022-07-05,17:53:42,0,25.08,0.03,-
2022-07-05,17:53:43,0,25.04,0.01,-
2022-07-05,17:53:44,0,25.19,0.03,-
2022-07-05,17:53:45,0,25.15,0.02,-
2022-07-05,17:53:46,0,25.06,0.03,-
2022-07-05,17:53:47,0,25.1,0.01,-
2022-07-05,17:53:48,0,25.08,0.01,-
2022-07-05,17:53:49,0,25.14,0.02,-
2022-07-05,17:53:50,0,25.13,0.03,-
2022-07-05,17:53:52,0,25.21,0.0,-
2022-07-05,17:53:53,0,25.07,0.0,-
2022-07-05,17:53:54,0,25.14,0.0,-
2022-07-05,17:53:55,0,25.12,0.03,-
2022-07-05,17:53:56,0,25.12,0.02,-
2022-07-05,17:53:57,0,25.18,0.02,-
2022-07-05,17:53:58,0,25.28,0.01,-
2022-07-05,17:53:59,0,25.25,0.03,-
2022-07-05,17:54:00,0,25.15,0.04,-
2022-07-05,17:54:01,0,25.13,0.02,-
2022-07-05,17:54:02,0,25.15,0.02,-
2022-07-05,17:54:03,0,25.15,0.04,-
2022-07-05,17:54:04,0,25.15,0.0,-
2022-07-05,17:54:05,0,25.12,0.0,-
2022-07-05,17:54:06,0,25.16,0.03,-
2022-07-05,17:54:07,0,25.18,0.02,-
2022-07-05,17:54:08,0,25.15,0.01,-
2022-07-05,17:54:09,0,25.17,0.01,-
2022-07-05,17:54:10,0,25.13,0.03,-
2022-07-05,17:54:11,0,25.17,0.03,-
