date,time,product,temperature,vibration,information
2022-07-01,15:41:25,-,-,-,-
2022-07-01,15:41:25,0,24.82,0.13,-
2022-07-01,15:41:27,0,24.75,0.0,-
2022-07-01,15:41:28,0,24.73,0.0,-
2022-07-01,15:41:29,0,24.78,0.0,-
2022-07-01,15:41:30,0,24.75,0.0,-
2022-07-01,15:41:31,0,24.75,0.0,-
2022-07-01,15:41:32,0,24.74,0.0,-
2022-07-01,15:41:33,0,24.87,0.0,-
2022-07-01,15:41:34,0,24.77,0.0,-
2022-07-01,15:41:35,0,24.76,0.01,-
2022-07-01,15:41:36,0,24.78,0.0,-
2022-07-01,15:41:37,0,24.76,0.0,-
2022-07-01,15:41:38,0,24.75,0.0,-
2022-07-01,15:41:39,0,24.73,0.01,-
2022-07-01,15:41:40,0,24.75,0.0,-
2022-07-01,15:41:41,0,24.95,0.0,-
2022-07-01,15:41:42,0,24.8,0.0,-
2022-07-01,15:41:43,0,24.84,0.0,-
2022-07-01,15:41:44,0,24.85,0.0,-
2022-07-01,15:41:45,0,24.82,0.0,-
2022-07-01,15:41:46,0,24.81,0.0,-
2022-07-01,15:41:47,0,24.81,0.0,-
2022-07-01,15:41:48,0,24.84,0.0,-
2022-07-01,15:41:50,0,24.85,0.0,-
2022-07-01,15:41:51,0,24.85,0.0,-
2022-07-01,15:41:52,0,24.85,0.0,-
2022-07-01,15:41:53,0,24.83,0.0,-
2022-07-01,15:41:54,0,24.8,0.01,-
2022-07-01,15:41:55,0,24.87,0.0,-
2022-07-01,15:41:56,0,24.8,0.0,-
2022-07-01,15:41:57,0,24.82,0.01,-
2022-07-01,15:41:58,0,24.78,0.0,-
2022-07-01,15:41:59,0,24.8,0.0,-
2022-07-01,15:42:00,0,24.79,0.0,-
2022-07-01,15:42:01,0,24.79,0.0,-
2022-07-01,15:42:02,0,24.78,0.0,-
2022-07-01,15:42:03,0,24.79,0.0,-
2022-07-01,15:42:04,0,24.79,0.0,-
2022-07-01,15:42:05,0,24.8,0.0,-
2022-07-01,15:42:06,0,24.79,0.0,-
2022-07-01,15:42:07,0,24.79,0.0,-
2022-07-01,15:42:08,0,24.81,0.0,-
2022-07-01,15:42:09,0,24.83,0.0,-
2022-07-01,15:42:10,0,24.86,0.0,-
2022-07-01,15:42:11,0,24.77,0.0,-
2022-07-01,15:42:12,0,24.8,0.0,-
2022-07-01,15:42:13,0,24.81,0.0,-
2022-07-01,15:42:14,0,24.81,0.0,-
2022-07-01,15:42:15,0,24.84,0.01,-
2022-07-01,15:42:16,0,24.82,0.0,-
2022-07-01,15:42:17,0,24.81,0.01,-
2022-07-01,15:42:18,0,24.78,0.0,-
2022-07-01,15:42:19,0,24.82,0.01,-
2022-07-01,15:42:20,0,24.8,0.0,-
2022-07-01,15:42:21,0,24.81,0.01,-
2022-07-01,15:42:22,0,24.79,0.0,-
2022-07-01,15:42:23,0,24.76,0.0,-
2022-07-01,15:42:24,0,24.79,0.01,-
2022-07-01,16:09:32,0,24.68,0.14,-
2022-07-01,16:09:34,0,24.68,0.0,-
2022-07-01,16:09:35,0,24.69,0.01,-
2022-07-01,16:09:36,0,24.74,0.0,-
2022-07-01,16:09:37,0,24.71,0.01,-
2022-07-01,16:09:38,0,24.68,0.0,-
2022-07-01,16:09:39,0,24.72,0.0,-
2022-07-01,16:09:40,0,24.85,0.01,-
2022-07-01,16:09:41,0,24.76,0.01,-
2022-07-01,16:09:42,0,24.79,0.0,-
2022-07-01,16:09:43,0,24.79,0.01,-
2022-07-01,16:09:44,0,24.8,0.02,-
2022-07-01,16:09:45,0,24.79,0.01,-
2022-07-01,16:09:46,0,24.77,0.01,-
2022-07-01,16:09:47,0,24.79,0.02,-
2022-07-01,16:09:48,0,24.78,0.0,-
2022-07-01,16:09:49,0,24.71,0.0,-
2022-07-01,16:09:50,0,24.69,0.01,-
2022-07-01,16:09:51,0,24.7,0.0,-
2022-07-01,16:09:52,0,24.67,0.0,-
2022-07-01,16:09:53,0,24.72,0.01,-
2022-07-01,16:09:54,0,24.71,0.0,-
2022-07-01,16:09:55,0,24.71,0.0,-
2022-07-01,16:09:56,0,24.7,0.01,-
2022-07-01,16:09:57,0,24.72,0.0,-
2022-07-01,16:09:58,0,24.82,0.01,-
2022-07-01,16:09:59,0,24.7,0.0,-
2022-07-01,16:10:00,0,24.69,0.0,-
2022-07-01,16:10:01,0,24.73,0.0,-
2022-07-01,16:10:02,0,24.7,0.01,-
2022-07-01,16:10:03,0,24.7,0.0,-
2022-07-01,16:10:04,0,24.74,0.0,-
2022-07-01,16:10:05,0,24.7,0.0,-
2022-07-01,16:10:06,0,24.76,0.0,-
2022-07-01,16:10:07,0,24.71,0.0,-
2022-07-01,16:10:08,0,24.7,0.0,-
2022-07-01,16:10:10,0,24.73,0.01,-
2022-07-01,16:10:11,0,24.7,0.01,-
2022-07-01,16:10:12,0,24.68,0.01,-
2022-07-01,16:10:13,0,24.76,0.0,-
2022-07-01,16:10:32,0,24.73,0.12,-
2022-07-01,16:10:35,0,24.72,0.01,-
2022-07-01,16:10:36,0,24.72,0.01,-
2022-07-01,16:10:37,0,24.74,0.0,-
