date,time,product,temperature,vibration,information
2022-07-02,15:01:17,-,-,-,-
2022-07-02,15:01:17,0,28.1,0.14,-
2022-07-02,15:01:19,0,28.18,0.01,-
2022-07-02,15:01:20,0,28.13,0.01,-
2022-07-02,15:01:21,0,28.12,0.02,-
2022-07-02,15:01:22,0,28.16,0.01,-
2022-07-02,15:01:23,0,28.11,0.01,-
2022-07-02,15:01:24,0,28.1,0.02,-
2022-07-02,15:01:25,0,28.16,0.01,-
2022-07-02,15:01:26,0,28.16,0.01,-
2022-07-02,15:01:27,0,28.12,0.01,-
2022-07-02,15:01:28,0,28.12,0.01,-
2022-07-02,15:01:29,0,28.12,0.01,-
2022-07-02,15:01:31,0,28.07,0.0,-
2022-07-02,15:01:32,0,28.09,0.01,-
2022-07-02,15:01:33,0,28.07,0.02,-
2022-07-02,15:01:34,0,28.07,0.02,-
2022-07-02,15:01:35,0,28.07,0.0,-
2022-07-02,15:01:36,0,28.09,0.0,-
2022-07-02,15:01:37,0,28.09,0.01,-
2022-07-02,15:01:38,0,28.08,0.02,-
2022-07-02,15:01:39,0,28.08,0.02,-
2022-07-02,15:01:40,0,28.12,0.01,-
2022-07-02,15:01:41,0,28.07,0.0,-
2022-07-02,15:01:42,0,28.07,0.0,-
2022-07-02,15:01:43,0,28.09,0.02,-
2022-07-02,15:03:22,0,27.95,0.14,-
2022-07-02,15:03:24,0,27.96,0.0,-
2022-07-02,15:03:25,0,27.93,0.01,-
2022-07-02,15:03:26,0,27.97,0.02,-
2022-07-02,15:03:27,0,28.0,0.0,-
2022-07-02,15:03:28,0,27.97,0.01,-
2022-07-02,15:03:29,0,27.99,0.0,-
2022-07-02,15:03:30,0,27.95,0.01,-
2022-07-02,15:03:31,0,27.94,0.01,-
2022-07-02,15:03:32,0,28.05,0.01,-
2022-07-02,15:05:00,0,27.91,0.13,-
2022-07-02,15:05:02,0,27.9,0.02,-
2022-07-02,15:05:03,0,27.92,0.01,-
2022-07-02,15:05:04,0,27.89,0.01,-
2022-07-02,15:05:05,0,27.92,0.01,-
2022-07-02,15:05:06,0,27.9,0.03,-
2022-07-02,15:05:07,0,27.89,0.0,-
2022-07-02,15:05:08,0,27.89,0.0,-
2022-07-02,15:05:09,0,27.9,0.0,-
2022-07-02,15:05:10,0,27.87,0.02,-
2022-07-02,15:05:11,0,27.9,0.02,-
2022-07-02,15:05:12,0,27.92,0.01,-
2022-07-02,15:05:13,0,27.9,0.0,-
2022-07-02,15:05:14,0,27.93,0.02,-
2022-07-02,15:05:15,0,27.93,0.02,-
2022-07-02,15:05:16,0,27.91,0.0,-
2022-07-02,15:05:17,0,27.93,0.0,-
2022-07-02,15:05:18,0,27.91,0.02,-
2022-07-02,15:05:19,0,27.91,0.03,-
2022-07-02,15:05:20,0,27.93,0.01,-
2022-07-02,15:05:21,0,27.91,0.0,-
2022-07-02,15:05:22,0,27.93,0.02,-
2022-07-02,15:05:23,0,27.91,0.02,-
2022-07-02,15:05:24,0,27.94,0.01,-
2022-07-02,15:05:25,0,27.91,0.0,-
2022-07-02,15:05:26,0,27.91,0.0,-
2022-07-02,15:05:27,0,27.94,0.0,-
2022-07-02,15:05:28,0,27.94,0.0,-
2022-07-02,15:05:29,0,27.91,0.02,-
2022-07-02,15:05:30,0,27.9,0.01,-
2022-07-02,15:05:31,0,28.03,0.0,-
2022-07-02,15:05:32,0,27.92,0.0,-
2022-07-02,15:05:33,0,27.94,0.01,-
2022-07-02,15:05:34,0,27.94,0.02,-
2022-07-02,15:06:07,0,27.89,0.15,-
2022-07-02,15:06:10,0,27.91,0.02,-
2022-07-02,15:06:11,0,27.89,0.01,-
2022-07-02,15:06:12,0,27.92,0.01,-
2022-07-02,15:06:13,0,27.95,0.03,-
2022-07-02,15:06:14,0,27.99,0.01,-
2022-07-02,15:06:15,0,28.06,0.0,-
2022-07-02,15:06:16,0,28.15,0.02,-
2022-07-02,15:06:17,0,28.38,0.02,-
2022-07-02,15:06:18,0,28.59,0.01,-
2022-07-02,15:06:19,0,28.8,0.02,-
2022-07-02,15:06:20,0,29.02,0.0,-
2022-07-02,15:06:21,0,29.19,0.0,-
2022-07-02,15:06:22,0,29.38,0.02,-
2022-07-02,15:06:23,0,29.62,0.09,-
2022-07-02,15:06:24,0,29.77,0.01,-
2022-07-02,15:06:25,0,29.99,0.02,-
2022-07-02,15:06:26,0,30.2,0.0,-
2022-07-02,15:06:27,0,30.42,0.0,-
2022-07-02,15:06:28,0,30.57,0.03,-
2022-07-02,15:06:29,0,30.8,0.03,-
2022-07-02,15:06:30,0,31.0,0.02,-
2022-07-02,15:06:31,0,31.17,0.0,-
2022-07-02,15:06:32,0,31.28,0.01,-
2022-07-02,15:06:33,0,31.39,0.02,-
2022-07-02,15:06:34,0,31.56,0.01,-
2022-07-02,15:06:35,0,31.67,0.02,-
2022-07-02,15:06:36,0,31.74,0.02,-
2022-07-02,15:06:37,0,31.84,0.01,-
2022-07-02,15:06:38,0,31.88,0.02,-
2022-07-02,15:06:39,0,31.99,0.02,-
2022-07-02,15:06:40,0,32.07,0.0,-
2022-07-02,15:06:41,0,32.14,0.0,-
2022-07-02,15:06:42,0,32.11,0.02,-
2022-07-02,15:06:43,0,32.13,0.01,-
2022-07-02,15:08:14,0,30.06,0.15,-
2022-07-02,15:08:16,0,30.05,0.01,-
2022-07-02,15:08:17,0,30.0,0.0,-
2022-07-02,15:08:18,0,29.98,0.01,-
2022-07-02,15:08:19,0,30.0,0.02,-
2022-07-02,15:08:20,0,29.97,0.03,-
2022-07-02,15:08:21,0,29.96,0.0,-
2022-07-02,15:08:22,0,29.91,0.01,-
2022-07-02,15:08:23,0,29.92,0.03,-
2022-07-02,15:08:24,0,29.89,0.02,-
2022-07-02,15:08:25,0,29.9,0.01,-
2022-07-02,15:08:26,0,29.9,0.0,-
2022-07-02,15:08:27,0,29.9,0.01,-
2022-07-02,15:08:28,0,29.84,0.02,-
2022-07-02,15:08:29,0,29.84,0.01,-
2022-07-02,15:08:30,0,29.81,0.01,-
2022-07-02,15:08:31,0,29.82,0.02,-
2022-07-02,15:08:32,0,29.81,0.0,-
2022-07-02,15:08:33,0,29.74,0.02,-
2022-07-02,15:08:34,0,29.76,0.01,-
2022-07-02,15:08:41,0,29.64,0.15,-
2022-07-02,15:08:43,0,29.62,0.01,-
2022-07-02,15:08:44,0,29.6,0.01,-
2022-07-02,15:08:45,0,29.57,0.01,-
2022-07-02,15:08:46,0,29.56,0.02,-
2022-07-02,15:08:48,0,29.55,0.02,-
2022-07-02,15:08:49,0,29.52,0.03,-
2022-07-02,15:08:50,0,29.5,0.01,-
2022-07-02,15:08:51,0,29.5,0.01,-
2022-07-02,15:08:52,0,29.5,0.0,-
2022-07-02,15:08:53,0,29.47,0.02,-
2022-07-02,15:08:54,0,29.46,0.03,-
2022-07-02,15:08:55,0,29.41,0.01,-
2022-07-02,15:08:56,0,29.43,0.02,-
2022-07-02,15:08:57,0,29.43,0.01,-
2022-07-02,15:08:58,0,29.43,0.01,-
2022-07-02,15:08:59,0,29.53,0.03,-
2022-07-02,15:09:28,0,29.06,0.14,-
2022-07-02,15:09:30,0,28.99,0.01,-
2022-07-02,15:09:31,0,28.98,0.01,-
2022-07-02,15:09:32,0,28.99,0.0,-
2022-07-02,15:09:33,0,28.96,0.02,-
2022-07-02,15:09:34,0,28.93,0.02,-
2022-07-02,15:09:35,0,28.95,0.03,-
2022-07-02,15:10:31,0,28.27,0.13,-
2022-07-02,15:10:33,0,28.22,0.0,-
2022-07-02,15:10:34,0,28.25,0.01,-
2022-07-02,15:10:35,0,28.23,0.02,-
2022-07-02,15:10:36,0,28.24,0.01,-
2022-07-02,15:10:37,0,28.22,0.0,-
2022-07-02,15:10:38,0,28.19,0.0,-
2022-07-02,15:10:39,0,28.2,0.01,-
2022-07-02,15:10:40,0,28.18,0.02,-
2022-07-02,15:10:41,0,28.17,0.01,-
2022-07-02,15:10:42,0,28.13,0.0,-
2022-07-02,15:10:43,0,28.12,0.0,-
2022-07-02,15:10:44,0,28.1,0.03,-
2022-07-02,15:10:45,0,28.12,0.02,-
2022-07-02,15:10:46,0,28.1,0.0,-
2022-07-02,15:10:47,0,28.07,0.0,-
2022-07-02,15:10:48,0,28.16,0.02,-
2022-07-02,15:10:49,0,28.08,0.03,-
2022-07-02,15:10:50,0,28.07,0.01,-
2022-07-02,15:10:51,0,28.07,0.01,-
2022-07-02,15:10:52,0,28.03,0.02,-
2022-07-02,15:10:54,0,28.06,0.01,-
2022-07-02,15:10:55,0,28.0,0.01,-
2022-07-02,15:10:56,0,28.0,0.02,-
2022-07-02,15:10:57,0,28.01,0.02,-
2022-07-02,15:10:58,0,27.99,0.0,-
2022-07-02,15:10:59,0,27.99,0.0,-
2022-07-02,15:11:00,0,27.98,0.0,-
2022-07-02,15:11:01,0,28.01,0.01,-
2022-07-02,15:11:02,0,27.97,0.01,-
2022-07-02,15:11:03,0,27.99,0.0,-
2022-07-02,15:11:04,0,28.0,0.0,-
2022-07-02,15:11:05,0,27.94,0.01,-
